County,AUN,LEA,School Code,School,Oct 1 Enrollment Grades 7-12,Male Dropouts,Female Dropouts,Dropouts,Dropout Rate
Philadelphia,126513480,Mariana Bracetti Academy CS,7672,Mariana Bracetti Academy CS,662,0,2,2,0.30%
Philadelphia,126510014,Maritime Academy CS,7777,Maritime Academy CS,461,1,1,2,0.43%
Philadelphia,126513150,MAST Community CS,7574,MAST Community CS,679,0,0,0,0.00%
Philadelphia,126513117,MaST Community CS II,8360,MaST Community CS II,91,0,0,0,0.00%
Philadelphia,126510002,Mastery CHS-Lenfest Campus,7678,Mastery CHS-Lenfest Campus,582,3,2,5,0.86%
Philadelphia,126519644,Mastery CS-Cleveland Elementary,8259,Mastery CS-Cleveland Elementary,154,0,0,0,0.00%
Philadelphia,126518795,Mastery CS-Francis D. Pastorius Elementa,8288,Mastery CS-Francis D. Pastorius Elementa,112,0,0,0,0.00%
Philadelphia,126513734,Mastery CS-Gratz Campus,8207,Mastery CS-Gratz Campus,"1,276",22,13,35,2.74%
Philadelphia,126513290,Mastery CS-Hardy Williams,7588,Mastery CS-Hardy Williams,617,1,0,1,0.16%
Philadelphia,126516457,Mastery CS-Harrity Campus,8153,Mastery CS-Harrity Campus,166,0,0,0,0.00%
Philadelphia,151514721,Mastery CS-Pickett Campus,7961,Mastery CS-Pickett Campus,750,4,2,6,0.80%
Philadelphia,126510022,Mastery CS-Shoemaker Campus,7909,Mastery CS -Shoemaker Campus,755,0,0,0,0.00%
Philadelphia,126510023,Mastery CS-Thomas Campus,7910,Mastery CS - Thomas Campus,679,1,5,6,0.88%
Philadelphia,126513230,Math Civics and Sciences CS,7582,Math Civics and Sciences CS,502,0,0,0,0.00%
Philadelphia,126519392,Memphis Street Academy CS @ JP Jones,8257,Memphis Street Academy CS @ JP Jones,407,1,0,1,0.25%
Philadelphia,126513000,Multicultural Academy CS,7546,Multicultural Academy CS,263,0,0,0,0.00%
Philadelphia,126513420,New Foundations CS,7649,New Foundations CS,993,0,0,0,0.00%
Philadelphia,126510019,Northwood Academy CS,7856,Northwood Academy CS,162,0,0,0,0.00%
Philadelphia,126513452,Olney Charter High School,8205,Olney Charter High School,"1,986",87,64,151,7.60%
Philadelphia,173515368,Pan American Academy CS,7985,Pan American Academy CS,151,0,0,0,0.00%
Philadelphia,126510004,People for People CS,7685,People for People CS,216,2,6,8,3.70%
Philadelphia,126513280,Philadelphia Academy CS,7587,Philadelphia Academy CS,632,1,0,1,0.16%
Philadelphia,126515001,Philadelphia City SD,7904,Academy at Palumbo,"1,061",5,7,12,1.13%
Philadelphia,126515001,Philadelphia City SD,7256,Adaire Alexander Sch,58,0,1,1,1.72%
Philadelphia,126515001,Philadelphia City SD,5292,Allen Dr Ethel Sch,113,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3758,Allen Ethan Sch,239,6,4,10,4.18%
Philadelphia,126515001,Philadelphia City SD,6823,Amy At Martin,267,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,7024,Amy NW,209,0,1,1,0.48%
Philadelphia,126515001,Philadelphia City SD,3804,Anderson Add B Sch,101,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3805,Arthur Chester A Sch,48,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,8039,Arts Academy at Benjamin Rush,647,0,2,2,0.31%
Philadelphia,126515001,Philadelphia City SD,3618,Bache-Martin Sch,82,2,0,2,2.44%
Philadelphia,126515001,Philadelphia City SD,6824,Baldi C C A MS,"1,027",4,4,8,0.78%
Philadelphia,126515001,Philadelphia City SD,8029,Barry Comm John Sch,97,1,2,3,3.09%
Philadelphia,126515001,Philadelphia City SD,3847,Bartram John - Main,552,26,24,50,9.06%
Philadelphia,126515001,Philadelphia City SD,5183,Bethune Mary McLeod Sch,117,2,2,4,3.42%
Philadelphia,126515001,Philadelphia City SD,3662,Blaine James G Sch,79,1,0,1,1.27%
Philadelphia,126515001,Philadelphia City SD,3663,Blankenburg Rudolph Sch,83,1,1,2,2.41%
Philadelphia,126515001,Philadelphia City SD,7070,Bodine William W HS,603,10,5,15,2.49%
Philadelphia,126515001,Philadelphia City SD,3620,Bregy F Amedee Sch,111,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3745,Bridesburg Sch,163,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3684,Brown Henry A Sch,104,1,4,5,4.81%
Philadelphia,126515001,Philadelphia City SD,3601,Bryant William C Sch,66,2,0,2,3.03%
Philadelphia,126515001,Philadelphia City SD,8332,Building 21,350,3,5,8,2.29%
Philadelphia,126515001,Philadelphia City SD,7023,Carver HS,911,5,4,9,0.99%
Philadelphia,126515001,Philadelphia City SD,3848,Central HS,"2,412",4,2,6,0.25%
Philadelphia,126515001,Philadelphia City SD,3622,Childs George W Sch,122,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,6767,Clemente Roberto MS,270,3,2,5,1.85%
Philadelphia,126515001,Philadelphia City SD,3782,Comegys Benjamin B Sch,91,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,7905,Constitution HS,385,1,3,4,1.04%
Philadelphia,126515001,Philadelphia City SD,6525,Conwell Russell MS,177,0,1,1,0.56%
Philadelphia,126515001,Philadelphia City SD,5122,Cook-Wissahickon Sch,114,1,1,2,1.75%
Philadelphia,126515001,Philadelphia City SD,7239,Cooke Jay MS,81,1,0,1,1.23%
Philadelphia,126515001,Philadelphia City SD,6996,Creative and Performing Arts,736,1,5,6,0.82%
Philadelphia,126515001,Philadelphia City SD,3706,Day Anna B Sch,97,0,2,2,2.06%
Philadelphia,126515001,Philadelphia City SD,7175,DeBurgos Bilingual Magnet MS,229,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,4727,Decatur Stephen Sch,240,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3786,Dick William Sch,115,1,0,1,0.87%
Philadelphia,126515001,Philadelphia City SD,3763,Disston Hamilton Sch,211,0,1,1,0.47%
Philadelphia,126515001,Philadelphia City SD,3841,Dobbins AVT HS,804,16,19,35,4.35%
Philadelphia,126515001,Philadelphia City SD,3726,Dobson James Sch,52,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,5040,Duckrey Tanner Sch,115,1,2,3,2.61%
Philadelphia,126515001,Philadelphia City SD,3687,Dunbar Paul L Sch,45,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3849,Edison HS/Fareira Skills,"1,089",78,36,114,10.47%
Philadelphia,126515001,Philadelphia City SD,7235,Farrell Louis H Sch,280,1,1,2,0.71%
Philadelphia,126515001,Philadelphia City SD,7226,Fell D Newlin Sch,179,1,2,3,1.68%
Philadelphia,126515001,Philadelphia City SD,3816,Fels Samuel HS,962,43,42,85,8.84%
Philadelphia,126515001,Philadelphia City SD,7368,Feltonville Sch of Arts & Sciences,445,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3739,Finletter Thomas K Sch,172,1,0,1,0.58%
Philadelphia,126515001,Philadelphia City SD,6913,Fitler Academics Plus,81,2,0,2,2.47%
Philadelphia,126515001,Philadelphia City SD,3781,Fitzpatrick Aloysius L Sch,174,0,1,1,0.57%
Philadelphia,126515001,Philadelphia City SD,3850,Frankford HS,913,63,31,94,10.30%
Philadelphia,126515001,Philadelphia City SD,3851,Franklin Benjamin HS,380,31,19,50,13.16%
Philadelphia,126515001,Philadelphia City SD,7231,Franklin Benjamin Sch,176,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,6822,Franklin LC,919,12,19,31,3.37%
Philadelphia,126515001,Philadelphia City SD,3708,Franklin S Edmonds Sch,117,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3818,Furness Horace HS,721,28,24,52,7.21%
Philadelphia,126515001,Philadelphia City SD,7664,Gamp,456,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3625,Gideon Edward Sch,37,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3843,Girls HS,766,0,24,24,3.13%
Philadelphia,126515001,Philadelphia City SD,4726,Greenberg Joseph Sch,206,0,1,1,0.49%
Philadelphia,126515001,Philadelphia City SD,5186,Greenfield Albert M Sch,118,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,5185,Hamilton Andrew Sch,135,1,1,2,1.48%
Philadelphia,126515001,Philadelphia City SD,7242,Harding Warren G MS,510,1,2,3,0.59%
Philadelphia,126515001,Philadelphia City SD,6528,Harrington Avery D Sch,88,1,1,2,2.27%
Philadelphia,126515001,Philadelphia City SD,5125,Hartranft John F Sch,91,1,1,2,2.20%
Philadelphia,126515001,Philadelphia City SD,3712,Henry Charles W Sch,108,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,5187,Heston Edward Sch,92,1,0,1,1.09%
Philadelphia,126515001,Philadelphia City SD,7229,Hill Freedman World Academy,591,2,5,7,1.18%
Philadelphia,126515001,Philadelphia City SD,3742,Hopkinson Francis Sch,198,2,2,4,2.02%
Philadelphia,126515001,Philadelphia City SD,3713,Houston Henry E Sch,100,1,1,2,2.00%
Philadelphia,126515001,Philadelphia City SD,3693,Hunter William H Sch,144,1,1,2,1.39%
Philadelphia,126515001,Philadelphia City SD,3642,Jackson Andrew Sch,91,0,1,1,1.10%
Philadelphia,126515001,Philadelphia City SD,5041,John Hancock Demonstration Sch,211,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3714,John Story Jenks Academy for the Arts an,114,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,7963,Juniata Park Academy,258,1,0,1,0.39%
Philadelphia,126515001,Philadelphia City SD,3645,Kearny Gen Philip Sch,64,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3626,Kelley William D Sch,54,2,2,4,7.41%
Philadelphia,126515001,Philadelphia City SD,8389,Kenderton El Sch,102,0,4,4,3.92%
Philadelphia,126515001,Philadelphia City SD,7852,Kensington Creative & Performing Arts HS,526,10,6,16,3.04%
Philadelphia,126515001,Philadelphia City SD,7855,Kensington Health Sciences,464,11,11,22,4.74%
Philadelphia,126515001,Philadelphia City SD,8388,Kensington HS,494,30,15,45,9.11%
Philadelphia,126515001,Philadelphia City SD,6675,King Martin Luther HS,532,55,35,90,16.92%
Philadelphia,126515001,Philadelphia City SD,3647,Kirkbride Eliza B Sch,118,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3670,Lamberton Robert E Sch,86,1,1,2,2.33%
Philadelphia,126515001,Philadelphia City SD,7811,Lankenau HS,350,0,1,1,0.29%
Philadelphia,126515001,Philadelphia City SD,6530,Lea Henry C Sch,111,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3664,Lewis C Cassidy Academics Plus Sch,82,1,1,2,2.44%
Philadelphia,126515001,Philadelphia City SD,3845,Lincoln HS,"1,978",82,67,149,7.53%
Philadelphia,126515001,Philadelphia City SD,3717,Lingelbach Anna L Sch,85,0,1,1,1.18%
Philadelphia,126515001,Philadelphia City SD,4732,Locke Alain Sch,87,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,6533,Longstreth William C Sch,86,0,1,1,1.16%
Philadelphia,126515001,Philadelphia City SD,3694,Ludlow James R Sch,56,1,1,2,3.57%
Philadelphia,126515001,Philadelphia City SD,7521,Marshall Thurgood,153,0,2,2,1.31%
Philadelphia,126515001,Philadelphia City SD,3842,Mastbaum Jules E AVTS,634,19,14,33,5.21%
Philadelphia,126515001,Philadelphia City SD,3808,Masterman Julia R Sec Sch,851,0,2,2,0.24%
Philadelphia,126515001,Philadelphia City SD,3769,Mayfair Sch,480,4,2,6,1.25%
Philadelphia,126515001,Philadelphia City SD,3648,McCall Gen George A Sch,120,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3719,McCloskey John F Sch,92,0,1,1,1.09%
Philadelphia,126515001,Philadelphia City SD,3629,McDaniel Delaplaine Sch,86,0,2,2,2.33%
Philadelphia,126515001,Philadelphia City SD,5293,McKinley William Sch,94,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3611,McMichael Morton Sch,76,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3630,Meade Gen George C Sch,70,1,1,2,2.86%
Philadelphia,126515001,Philadelphia City SD,6768,Meehan Austin MS,669,12,8,20,2.99%
Philadelphia,126515001,Philadelphia City SD,3649,Meredith William M Sch,98,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,7022,Middle Years Alternative,171,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3720,Mifflin Thomas Sch,52,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3798,Mitchell El Sch,92,1,0,1,1.09%
Philadelphia,126515001,Philadelphia City SD,4868,Morris Robert Sch,62,0,1,1,1.61%
Philadelphia,126515001,Philadelphia City SD,3749,Morrison Andrew J Sch,142,1,0,1,0.70%
Philadelphia,126515001,Philadelphia City SD,7815,Motivation HS,378,6,4,10,2.65%
Philadelphia,126515001,Philadelphia City SD,7522,Munoz-Marin Luis,123,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3650,Nebinger George W Sch,83,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3855,Northeast HS,"3,483",140,75,215,6.17%
Philadelphia,126515001,Philadelphia City SD,3750,Olney El Sch,192,2,0,2,1.04%
Philadelphia,126515001,Philadelphia City SD,6960,Overbrook Edu Ctr,66,1,0,1,1.52%
Philadelphia,126515001,Philadelphia City SD,7472,Overbrook Elementary School,46,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3857,Overbrook HS,481,53,27,80,16.63%
Philadelphia,126515001,Philadelphia City SD,7782,Parkway Center City Middle College,490,0,5,5,1.02%
Philadelphia,126515001,Philadelphia City SD,6548,Parkway Northwest,277,3,5,8,2.89%
Philadelphia,126515001,Philadelphia City SD,7808,Parkway West,321,5,6,11,3.43%
Philadelphia,126515001,Philadelphia City SD,7780,Paul Robeson HS for Human Services,313,1,2,3,0.96%
Philadelphia,126515001,Philadelphia City SD,7706,Penn Alexander Sch,93,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,8293,Penn Treaty Sch,461,7,10,17,3.69%
Philadelphia,126515001,Philadelphia City SD,3616,Penrose Sch,112,0,1,1,0.89%
Philadelphia,126515001,Philadelphia City SD,9999,Philadelphia City SD,"3,384",631,384,"1,015",29.99%
Philadelphia,126515001,Philadelphia City SD,8385,Philadelphia Learning Academy - North,40,1,2,3,7.50%
Philadelphia,126515001,Philadelphia City SD,8386,Philadelphia Learning Academy - South,87,12,5,17,19.54%
Philadelphia,126515001,Philadelphia City SD,7850,Philadelphia Military Acad at Elverson,315,7,4,11,3.49%
Philadelphia,126515001,Philadelphia City SD,5121,Potter-Thomas Sch,109,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,7813,Randolph A. Philip AVT HS,371,9,3,12,3.23%
Philadelphia,126515001,Philadelphia City SD,3614,Rhoads James Sch,86,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,8292,Rhodes E Washington Sch,174,2,3,5,2.87%
Philadelphia,126515001,Philadelphia City SD,8296,Roosevelt Theodore MS,144,4,1,5,3.47%
Philadelphia,126515001,Philadelphia City SD,3844,Roxborough HS,783,39,16,55,7.02%
Philadelphia,126515001,Philadelphia City SD,3668,Samuel Gompers Sch,75,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,6539,Samuel Pennypacker Sch,68,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3861,Saul W B Agricultural School,514,6,4,10,1.95%
Philadelphia,126515001,Philadelphia City SD,7245,Sayre William L MS,416,29,9,38,9.13%
Philadelphia,126515001,Philadelphia City SD,7903,School of the Future,560,11,2,13,2.32%
Philadelphia,126515001,Philadelphia City SD,7906,Science Leadership Academy,499,0,1,1,0.20%
Philadelphia,126515001,Philadelphia City SD,8387,Science Leadership Academy MS,181,1,0,1,0.55%
Philadelphia,126515001,Philadelphia City SD,3653,Sharswood George Sch,115,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3725,Shawmont Sch,106,1,0,1,0.94%
Philadelphia,126515001,Philadelphia City SD,3859,South Philadelphia HS,614,33,26,59,9.61%
Philadelphia,126515001,Philadelphia City SD,3654,Southwark Sch,205,1,1,2,0.98%
Philadelphia,126515001,Philadelphia City SD,3655,Spring Garden Sch,78,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,7234,Spruance Gilbert Sch,317,2,2,4,1.26%
Philadelphia,126515001,Philadelphia City SD,3635,Stanton Edwin M Sch,39,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,4963,Stearne Allen M Sch,100,0,1,1,1.00%
Philadelphia,126515001,Philadelphia City SD,3727,Steel Edward Sch,77,0,2,2,2.60%
Philadelphia,126515001,Philadelphia City SD,7255,Strawberry Mansion HS,169,14,8,22,13.02%
Philadelphia,126515001,Philadelphia City SD,7072,Swenson Arts & Technology HS,627,1,2,3,0.48%
Philadelphia,126515001,Philadelphia City SD,3657,Taggart John H Sch,90,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,8331,The Linc,216,7,5,12,5.56%
Philadelphia,126515001,Philadelphia City SD,8330,The Science Leadership Academy at Beeber,481,3,2,5,1.04%
Philadelphia,126515001,Philadelphia City SD,8298,The SD of Philadelphia Virtual Academy,517,27,24,51,9.86%
Philadelphia,126515001,Philadelphia City SD,8329,The U School: Innovative Lab,241,9,7,16,6.64%
Philadelphia,126515001,Philadelphia City SD,8328,The Workshop School,227,6,2,8,3.52%
Philadelphia,126515001,Philadelphia City SD,8297,Tilden William T MS,242,1,1,2,0.83%
Philadelphia,126515001,Philadelphia City SD,8294,Vare-Washington El Sch,78,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,8440,Vaux HS: A Big Picture School,310,6,2,8,2.58%
Philadelphia,126515001,Philadelphia City SD,3835,Wagner Gen Louis MS,334,0,2,2,0.60%
Philadelphia,126515001,Philadelphia City SD,7225,Waring Laura W Sch,57,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,6527,Washington George HS,"1,410",69,43,112,7.94%
Philadelphia,126515001,Philadelphia City SD,7663,Washington Grover Jr Sch,300,2,1,3,1.00%
Philadelphia,126515001,Philadelphia City SD,3615,Washington Martha Sch,68,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3703,Welsh John Sch,79,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3860,West Philadelphia HS,419,22,17,39,9.31%
Philadelphia,126515001,Philadelphia City SD,3728,Widener Memorial Sch,80,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,7253,Wilson Woodrow MS,963,13,10,23,2.39%
Philadelphia,126515001,Philadelphia City SD,7233,Ziegler William H Sch,145,0,3,3,2.07%
Philadelphia,126510009,Philadelphia Electrical & Tech CHS,7737,Philadelphia Electrical & Tech CHS,594,8,6,14,2.36%
Philadelphia,126513400,Philadelphia Performing Arts CS,7647,Philadelphia Performing Arts CS,"1,081",3,0,3,0.28%
Philadelphia,126513400,Philadelphia Performing Arts CS,9999,Philadelphia Performing Arts CS,9,0,0,0,0.00%
Philadelphia,126512960,Preparatory CS of Mathematics Science Te,7540,Preparatory CS of Mathematics Science Te,629,0,0,0,0.00%
Philadelphia,126510008,Richard Allen Preparatory CS,7684,Richard Allen Preparatory CS,251,0,0,0,0.00%
Philadelphia,126510001,Russell Byers CS,7677,Russell Byers CS,109,0,0,0,0.00%
Philadelphia,114514135,Sankofa Freedom Academy CS,8083,Sankofa Freedom Academy Charter School,302,0,0,0,0.00%
Philadelphia,114514135,Sankofa Freedom Academy CS,9999,Sankofa Freedom Academy CS,3,0,0,0,0.00%
Philadelphia,108515107,Southwest Leadership Academy CS,9999,Southwest Leadership Academy CS,1,0,0,0,0.00%
Philadelphia,108515107,Southwest Leadership Academy CS,7960,Southwest Leadership Academy CS,89,0,0,0,0.00%
Philadelphia,192518422,Tacony Academy CS,8126,Tacony Academy Charter School,526,6,7,13,2.47%
Philadelphia,126511530,TECH Freire CS,8359,TECH Freire CS,513,4,4,8,1.56%
Philadelphia,126515691,The Philadelphia CS for Arts and Science,9999,The Philadelphia CS for Arts and Science,2,0,0,0,0.00%
Philadelphia,126515691,The Philadelphia CS for Arts and Science,8252,The Philadelphia CS for Arts and Science,216,0,0,0,0.00%
Philadelphia,126512674,Universal Alcorn CS,8287,Universal Alcorn CS,88,1,0,1,1.14%
Philadelphia,126519434,Universal Audenried CS,8195,Universal Audenried Charter School,527,8,4,12,2.28%
Philadelphia,126517442,Universal Creighton CS,8251,Universal Creighton Charter School,161,0,0,0,0.00%
Philadelphia,103519376,Universal Daroff CS,8146,Universal Daroff Charter School,124,1,2,3,2.42%
Philadelphia,126513210,Universal Institute CS,7580,Universal Institute CS,156,0,0,0,0.00%
Philadelphia,126513415,Universal Vare CS,8196,Universal Vare Charter School,159,0,0,0,0.00%
Philadelphia,126513020,West Oak Lane CS,7548,West Oak Lane CS,197,0,0,0,0.00%
Philadelphia,126510007,Wissahickon CS,7724,Wissahickon CS,206,0,0,0,0.00%
Philadelphia,126510007,Wissahickon CS,9999,Wissahickon CS,1,0,0,0,0.00%
Philadelphia,126513250,Young Scholars CS,7584,Young Scholars CS,185,0,0,0,0.00%
Philadelphia,126512870,Youth Build Phila CS,7513,Youth Build Phila CS,243,38,36,74,30.45%
Pike,120522003,Delaware Valley SD,5261,Delaware Valley HS,"1,517",6,1,7,0.46%
Pike,120522003,Delaware Valley SD,3865,Delaware Valley MS,362,0,0,0,0.00%
Pike,120522003,Delaware Valley SD,7408,Dingman-Delaware MS,376,0,0,0,0.00%
Pike,120522003,Delaware Valley SD,3866,Shohola El Sch,1,0,0,0,0.00%
Pike,119648303,Wallenpaupack Area SD,4310,Wallenpaupack Area HS,"1,001",4,4,8,0.80%
Pike,119648303,Wallenpaupack Area SD,6956,Wallenpaupack Area MS,489,0,0,0,0.00%
Potter,109530304,Austin Area SD,6222,Austin Area JSHS,91,1,0,1,1.10%
Potter,109531304,Coudersport Area SD,3869,Coudersport Area JSHS,363,2,0,2,0.55%
Potter,109531304,Coudersport Area SD,9999,Coudersport Area SD,2,0,0,0,0.00%
Potter,109532804,Galeton Area SD,6223,Galeton Area Sch,144,1,2,3,2.08%
Potter,109535504,Northern Potter SD,3875,Northern Potter JSHS,219,3,4,7,3.20%
Potter,109537504,Oswayo Valley SD,3877,Oswayo Valley HS,98,0,0,0,0.00%
Potter,109537504,Oswayo Valley SD,7753,Oswayo Valley MS,58,0,0,0,0.00%
Schuylkill,129540803,Blue Mountain SD,3891,Blue Mountain HS,862,8,4,12,1.39%
Schuylkill,129540803,Blue Mountain SD,5263,Blue Mountain MS,395,0,0,0,0.00%
Schuylkill,129540803,Blue Mountain SD,9999,Blue Mountain SD,13,1,0,1,7.69%
Schuylkill,129544907,Gillingham Charter School,8161,Gillingham Charter School,110,2,0,2,1.82%
Schuylkill,129544503,Mahanoy Area SD,8403,Mahanoy Area JSHS,408,4,3,7,1.72%
Schuylkill,129544503,Mahanoy Area SD,9999,Mahanoy Area SD,15,0,1,1,6.67%
Schuylkill,129544703,Minersville Area SD,6583,Minersville Area JSHS,512,3,3,6,1.17%
Schuylkill,129545003,North Schuylkill SD,3883,North Schuylkill JSHS,968,4,4,8,0.83%
Schuylkill,129545003,North Schuylkill SD,9999,North Schuylkill SD,5,0,0,0,0.00%
Schuylkill,129546003,Pine Grove Area SD,3910,Pine Grove Area HS,522,8,2,10,1.92%
Schuylkill,129546003,Pine Grove Area SD,5262,Pine Grove Area MS,275,0,0,0,0.00%
Schuylkill,129546103,Pottsville Area SD,5265,Lengel MS,382,0,0,0,0.00%
Schuylkill,129546103,Pottsville Area SD,3924,Pottsville Area HS,941,11,6,17,1.81%
Schuylkill,129546103,Pottsville Area SD,9999,Pottsville Area SD,13,7,2,9,69.23%
Schuylkill,129546803,Saint Clair Area SD,3930,Saint Clair Area El/MS,106,0,0,0,0.00%
Schuylkill,129546803,Saint Clair Area SD,9999,Saint Clair Area SD,2,0,0,0,0.00%
Schuylkill,129547303,Schuylkill Haven Area SD,9999,Schuylkill Haven Area SD,7,0,0,0,0.00%
Schuylkill,129547303,Schuylkill Haven Area SD,3935,Schuylkill Haven MS,98,0,0,0,0.00%
Schuylkill,129547303,Schuylkill Haven Area SD,5264,Schuylkill Haven SHS,462,1,1,2,0.43%
Schuylkill,129547203,Shenandoah Valley SD,3940,Shenandoah Valley JSHS,472,2,4,6,1.27%
Schuylkill,129547203,Shenandoah Valley SD,9999,Shenandoah Valley SD,1,0,0,0,0.00%
Schuylkill,129547603,Tamaqua Area SD,7662,Tamaqua Area MS,370,0,0,0,0.00%
Schuylkill,129547603,Tamaqua Area SD,5070,Tamaqua Area SHS,690,2,4,6,0.87%
Schuylkill,129547803,Tri-Valley SD,3957,Tri-Valley JSHS,404,1,0,1,0.25%
Schuylkill,129547803,Tri-Valley SD,9999,Tri-Valley SD,1,0,0,0,0.00%
Schuylkill,129548803,Williams Valley SD,3914,Williams Valley JSHS,485,3,0,3,0.62%
Schuylkill,129548803,Williams Valley SD,9999,Williams Valley SD,3,0,0,0,0.00%
Snyder,116555003,Midd-West SD,3962,Midd-West HS,836,4,4,8,0.96%
Snyder,116555003,Midd-West SD,7799,Midd-West MS,171,0,0,0,0.00%
Snyder,116555003,Midd-West SD,9999,Midd-West SD,6,0,0,0,0.00%
Snyder,116557103,Selinsgrove Area SD,3969,Selinsgrove Area HS,838,7,4,11,1.31%
Snyder,116557103,Selinsgrove Area SD,6817,Selinsgrove Area MS,461,0,0,0,0.00%
Snyder,116557103,Selinsgrove Area SD,9999,Selinsgrove Area SD,1,0,0,0,0.00%
Somerset,108561003,Berlin Brothersvalley SD,7645,Berlin Brothersvalley MS,99,0,0,0,0.00%
Somerset,108561003,Berlin Brothersvalley SD,9999,Berlin Brothersvalley SD,1,0,0,0,0.00%
Somerset,108561003,Berlin Brothersvalley SD,6207,Berlin Brothersvalley SHS,213,1,0,1,0.47%
Somerset,108561803,Conemaugh Township Area SD,9999,Conemaugh Township Area SD,4,0,0,0,0.00%
Somerset,108561803,Conemaugh Township Area SD,3978,Conemaugh Twp Area MS/SHS,432,0,0,0,0.00%
Somerset,108565203,Meyersdale Area SD,3994,Meyersdale Area HS,276,2,1,3,1.09%
Somerset,108565203,Meyersdale Area SD,7613,Meyersdale Area MS,133,0,0,0,0.00%
Somerset,108565203,Meyersdale Area SD,9999,Meyersdale Area SD,4,0,0,0,0.00%
Somerset,108565503,North Star SD,7259,North Star East MS,184,0,0,0,0.00%
Somerset,108565503,North Star SD,3988,North Star HS,327,0,0,0,0.00%
Somerset,108566303,Rockwood Area SD,6210,Rockwood Area JSHS,354,2,1,3,0.85%
Somerset,108567004,Salisbury-Elk Lick SD,4002,Salisbury-Elk Lick JSHS,113,0,0,0,0.00%
Somerset,108567204,Shade-Central City SD,4006,Shade JSHS,198,0,0,0,0.00%
Somerset,108567404,Shanksville-Stonycreek SD,6800,Shanksville-Stonycreek HS,92,0,0,0,0.00%
Somerset,108567404,Shanksville-Stonycreek SD,7398,Shanksville-Stonycreek MS,43,0,0,0,0.00%
Somerset,108567404,Shanksville-Stonycreek SD,9999,Shanksville-Stonycreek SD,2,0,0,0,0.00%
Somerset,108567703,Somerset Area SD,8274,Somerset Area Jr-Sr HS,968,3,4,7,0.72%
Somerset,108568404,Turkeyfoot Valley Area SD,6216,Turkeyfoot Valley Area JSHS,131,0,0,0,0.00%
Somerset,108569103,Windber Area SD,4026,Windber Area HS,353,0,0,0,0.00%
Somerset,108569103,Windber Area SD,7145,Windber Area MS,181,0,0,0,0.00%
Somerset,108569103,Windber Area SD,9999,Windber Area SD,7,0,0,0,0.00%
